Sensorgram_X	Sensorgram_Y	Sensorgram_X	Sensorgram_Y	Sensorgram_X	Sensorgram_Y	Sensorgram_X	Sensorgram_Y	Sensorgram_X	Sensorgram_Y
1	1000	1	1000	1	1000	1	1000	1	1000
2	1000	2	1000	2	1000	2	1000	2	1000
3	1000	3	1000	3	1000	3	1000	3	1000
4	1000	4	1000	4	1000	4	1000	4	1000
5	1000	5	1000	5	1000	5	1000	5	1000
6	1000	6	1000	6	1000	6	1000	6	1000
7	1000	7	1000	7	1000	7	1000	7	1000
8	1000	8	1000	8	1000	8	1000	8	1000
9	1000	9	1000	9	1000	9	1000	9	1000
10	1000	10	1000	10	1000	10	1000	10	1000
11	1000	11	1000	11	1000	11	1000	11	1000
12	1000	12	1000	12	1000	12	1000	12	1000
13	1000	13	1000	13	1000	13	1000	13	1000
14	1000	14	1000	14	1000	14	1000	14	1000
15	1000	15	1000	15	1000	15	1000	15	1000
16	1000	16	1000	16	1000	16	1000	16	1000
17	1000	17	1000	17	1000	17	1000	17	1000
18	1000	18	1000	18	1000	18	1000	18	1000
19	1000	19	1000	19	1000	19	1000	19	1000
20	1000	20	1000	20	1000	20	1000	20	1000
21	1000	21	1000	21	1000	21	1000	21	1000
22	1000	22	1000	22	1000	22	1000	22	1000
23	1000	23	1000	23	1000	23	1000	23	1000
24	1000	24	1000	24	1000	24	1000	24	1000
25	1000	25	1000	25	1000	25	1000	25	1000
26	1000	26	1000	26	1000	26	1000	26	1000
27	1000	27	1000	27	1000	27	1000	27	1000
28	1000	28	1000	28	1000	28	1000	28	1000
29	1000	29	1000	29	1000	29	1000	29	1000
30	1000	30	1000	30	1000	30	1000	30	1000
31	1000	31	1000	31	1000	31	1000	31	1000
32	1000	32	1000	32	1000	32	1000	32	1000
33	1000	33	1000	33	1000	33	1000	33	1000
34	1000	34	1000	34	1000	34	1000	34	1000
35	1000	35	1000	35	1000	35	1000	35	1000
36	1000	36	1000	36	1000	36	1000	36	1000
37	1000	37	1000	37	1000	37	1000	37	1000
38	1000	38	1000	38	1000	38	1000	38	1000
39	1000	39	1000	39	1000	39	1000	39	1000
40	1000	40	1000	40	1000	40	1000	40	1000
41	1000	41	1000	41	1000	41	1000	41	1000
42	1000	42	1000	42	1000	42	1000	42	1000
43	1000	43	1000	43	1000	43	1000	43	1000
44	1000	44	1000	44	1000	44	1000	44	1000
45	1000	45	1000	45	1000	45	1000	45	1000
46	1000	46	1000	46	1000	46	1000	46	1000
47	1000	47	1000	47	1000	47	1000	47	1000
48	1000	48	1000	48	1000	48	1000	48	1000
49	1000	49	1000	49	1000	49	1000	49	1000
50	1000	50	1000	50	1000	50	1000	50	1000
51	1000	51	1000	51	1000	51	1000	51	1000
52	1000	52	1000	52	1000	52	1000	52	1000
53	1000	53	1000	53	1000	53	1000	53	1000
54	1000	54	1000	54	1000	54	1000	54	1000
55	1000	55	1000	55	1000	55	1000	55	1000
56	1000	56	1000	56	1000	56	1000	56	1000
57	1000	57	1000	57	1000	57	1000	57	1000
58	1000	58	1000	58	1000	58	1000	58	1000
59	1000	59	1000	59	1000	59	1000	59	1000
60	1000	60	1000	60	1000	60	1000	60	1000
61	1000.25	61	1000.49	61	1000.97	61	1001.89	61	1003.61
62	1000.49	62	1000.97	62	1001.88	62	1003.59	62	1006.53
63	1000.73	63	1001.42	63	1002.75	63	1005.11	63	1008.9
64	1000.96	64	1001.87	64	1003.56	64	1006.47	64	1010.82
65	1001.18	65	1002.29	65	1004.32	65	1007.69	65	1012.38
66	1001.4	66	1002.71	66	1005.04	66	1008.78	66	1013.64
67	1001.62	67	1003.1	67	1005.72	67	1009.76	67	1014.67
68	1001.83	68	1003.49	68	1006.35	68	1010.64	68	1015.5
69	1002.04	69	1003.86	69	1006.95	69	1011.43	69	1016.17
70	1002.24	70	1004.22	70	1007.52	70	1012.13	70	1016.72
71	1002.44	71	1004.57	71	1008.05	71	1012.76	71	1017.16
72	1002.63	72	1004.9	72	1008.55	72	1013.32	72	1017.52
73	1002.82	73	1005.22	73	1009.03	73	1013.83	73	1017.81
74	1003	74	1005.53	74	1009.47	74	1014.28	74	1018.04
75	1003.18	75	1005.83	75	1009.89	75	1014.69	75	1018.23
76	1003.36	76	1006.13	76	1010.29	76	1015.05	76	1018.39
77	1003.53	77	1006.41	77	1010.66	77	1015.38	77	1018.51
78	1003.7	78	1006.68	78	1011.01	78	1015.67	78	1018.61
79	1003.87	79	1006.94	79	1011.34	79	1015.93	79	1018.7
80	1004.03	80	1007.19	80	1011.65	80	1016.17	80	1018.76
81	1004.18	81	1007.44	81	1011.94	81	1016.38	81	1018.82
82	1004.34	82	1007.67	82	1012.21	82	1016.57	82	1018.86
83	1004.49	83	1007.9	83	1012.47	83	1016.73	83	1018.9
84	1004.64	84	1008.12	84	1012.72	84	1016.88	84	1018.92
85	1004.78	85	1008.33	85	1012.95	85	1017.02	85	1018.95
86	1004.92	86	1008.54	86	1013.16	86	1017.14	86	1018.97
87	1005.06	87	1008.73	87	1013.37	87	1017.25	87	1018.98
88	1005.19	88	1008.92	88	1013.56	88	1017.35	88	1018.99
89	1005.33	89	1009.11	89	1013.74	89	1017.43	89	1019
90	1005.45	90	1009.29	90	1013.91	90	1017.51	90	1019.01
91	1005.58	91	1009.46	91	1014.07	91	1017.58	91	1019.02
92	1005.7	92	1009.62	92	1014.22	92	1017.64	92	1019.02
93	1005.82	93	1009.78	93	1014.37	93	1017.7	93	1019.03
94	1005.94	94	1009.94	94	1014.5	94	1017.75	94	1019.03
95	1006.06	95	1010.09	95	1014.63	95	1017.79	95	1019.04
96	1006.17	96	1010.23	96	1014.74	96	1017.84	96	1019.04
97	1006.28	97	1010.37	97	1014.86	97	1017.87	97	1019.04
98	1006.39	98	1010.51	98	1014.96	98	1017.9	98	1019.04
99	1006.49	99	1010.64	99	1015.06	99	1017.93	99	1019.04
100	1006.59	100	1010.76	100	1015.15	100	1017.96	100	1019.04
101	1006.69	101	1010.88	101	1015.24	101	1017.98	101	1019.04
102	1006.79	102	1011	102	1015.33	102	1018	102	1019.04
103	1006.89	103	1011.11	103	1015.4	103	1018.02	103	1019.05
104	1006.98	104	1011.22	104	1015.48	104	1018.04	104	1019.05
105	1007.07	105	1011.33	105	1015.55	105	1018.05	105	1019.05
106	1007.16	106	1011.43	106	1015.61	106	1018.07	106	1019.05
107	1007.25	107	1011.53	107	1015.67	107	1018.08	107	1019.05
108	1007.34	108	1011.62	108	1015.73	108	1018.09	108	1019.05
109	1007.42	109	1011.71	109	1015.79	109	1018.1	109	1019.05
110	1007.5	110	1011.8	110	1015.84	110	1018.11	110	1019.05
111	1007.58	111	1011.89	111	1015.89	111	1018.12	111	1019.05
112	1007.66	112	1011.97	112	1015.93	112	1018.12	112	1019.05
113	1007.74	113	1012.05	113	1015.97	113	1018.13	113	1019.05
114	1007.81	114	1012.13	114	1016.01	114	1018.13	114	1019.05
115	1007.89	115	1012.2	115	1016.05	115	1018.14	115	1019.05
116	1007.96	116	1012.27	116	1016.09	116	1018.14	116	1019.05
117	1008.03	117	1012.34	117	1016.12	117	1018.15	117	1019.05
118	1008.1	118	1012.41	118	1016.15	118	1018.15	118	1019.05
119	1008.17	119	1012.47	119	1016.18	119	1018.15	119	1019.05
120	1008.23	120	1012.54	120	1016.21	120	1018.16	120	1019.05
121	1008.23	121	1012.54	121	1016.21	121	1018.16	121	1019.05
122	1008.15	122	1012.41	122	1016.05	122	1017.98	122	1018.86
123	1008.07	123	1012.29	123	1015.89	123	1017.8	123	1018.67
124	1007.99	124	1012.17	124	1015.73	124	1017.62	124	1018.48
125	1007.91	125	1012.04	125	1015.58	125	1017.45	125	1018.3
126	1007.83	126	1011.92	126	1015.42	126	1017.27	126	1018.12
127	1007.75	127	1011.81	127	1015.27	127	1017.1	127	1017.94
128	1007.67	128	1011.69	128	1015.12	128	1016.93	128	1017.76
129	1007.6	129	1011.57	129	1014.96	129	1016.76	129	1017.58
130	1007.52	130	1011.46	130	1014.82	130	1016.59	130	1017.41
131	1007.45	131	1011.34	131	1014.67	131	1016.43	131	1017.23
132	1007.37	132	1011.23	132	1014.52	132	1016.27	132	1017.06
133	1007.3	133	1011.12	133	1014.38	133	1016.1	133	1016.89
134	1007.23	134	1011.01	134	1014.24	134	1015.94	134	1016.73
135	1007.16	135	1010.9	135	1014.09	135	1015.79	135	1016.56
136	1007.08	136	1010.79	136	1013.95	136	1015.63	136	1016.39
137	1007.01	137	1010.68	137	1013.81	137	1015.47	137	1016.23
138	1006.94	138	1010.58	138	1013.68	138	1015.32	138	1016.07
139	1006.87	139	1010.47	139	1013.54	139	1015.17	139	1015.91
140	1006.81	140	1010.37	140	1013.41	140	1015.02	140	1015.75
141	1006.74	141	1010.26	141	1013.27	141	1014.87	141	1015.59
142	1006.67	142	1010.16	142	1013.14	142	1014.72	142	1015.44
143	1006.61	143	1010.06	143	1013.01	143	1014.57	143	1015.29
144	1006.54	144	1009.96	144	1012.88	144	1014.43	144	1015.13
145	1006.47	145	1009.86	145	1012.75	145	1014.28	145	1014.98
146	1006.41	146	1009.76	146	1012.63	146	1014.14	146	1014.83
147	1006.35	147	1009.67	147	1012.5	147	1014	147	1014.69
148	1006.28	148	1009.57	148	1012.38	148	1013.86	148	1014.54
149	1006.22	149	1009.47	149	1012.25	149	1013.72	149	1014.4
150	1006.16	150	1009.38	150	1012.13	150	1013.59	150	1014.25
151	1006.1	151	1009.29	151	1012.01	151	1013.45	151	1014.11
152	1006.04	152	1009.19	152	1011.89	152	1013.32	152	1013.97
153	1005.98	153	1009.1	153	1011.77	153	1013.18	153	1013.83
154	1005.92	154	1009.01	154	1011.65	154	1013.05	154	1013.69
155	1005.86	155	1008.92	155	1011.54	155	1012.92	155	1013.56
156	1005.8	156	1008.83	156	1011.42	156	1012.8	156	1013.42
157	1005.74	157	1008.75	157	1011.31	157	1012.67	157	1013.29
158	1005.69	158	1008.66	158	1011.2	158	1012.54	158	1013.16
159	1005.63	159	1008.57	159	1011.09	159	1012.42	159	1013.03
160	1005.57	160	1008.49	160	1010.98	160	1012.29	160	1012.9
161	1005.52	161	1008.4	161	1010.87	161	1012.17	161	1012.77
162	1005.46	162	1008.32	162	1010.76	162	1012.05	162	1012.64
163	1005.41	163	1008.24	163	1010.65	163	1011.93	163	1012.52
164	1005.35	164	1008.16	164	1010.55	164	1011.81	164	1012.39
165	1005.3	165	1008.07	165	1010.44	165	1011.69	165	1012.27
166	1005.25	166	1007.99	166	1010.34	166	1011.58	166	1012.15
167	1005.2	167	1007.91	167	1010.23	167	1011.46	167	1012.02
168	1005.14	168	1007.84	168	1010.13	168	1011.35	168	1011.9
169	1005.09	169	1007.76	169	1010.03	169	1011.24	169	1011.79
170	1005.04	170	1007.68	170	1009.93	170	1011.12	170	1011.67
171	1004.99	171	1007.6	171	1009.83	171	1011.01	171	1011.55
172	1004.94	172	1007.53	172	1009.73	172	1010.9	172	1011.44
173	1004.89	173	1007.45	173	1009.64	173	1010.79	173	1011.32
174	1004.84	174	1007.38	174	1009.54	174	1010.69	174	1011.21
175	1004.8	175	1007.31	175	1009.45	175	1010.58	175	1011.1
176	1004.75	176	1007.23	176	1009.35	176	1010.48	176	1010.99
177	1004.7	177	1007.16	177	1009.26	177	1010.37	177	1010.88
178	1004.65	178	1007.09	178	1009.17	178	1010.27	178	1010.77
179	1004.61	179	1007.02	179	1009.08	179	1010.17	179	1010.66
180	1004.56	180	1006.95	180	1008.99	180	1010.06	180	1010.56
181	1004.52	181	1006.88	181	1008.9	181	1009.96	181	1010.45

