Sensorgram_X	Sensorgram_Y	Sensorgram_X	Sensorgram_Y	Sensorgram_X	Sensorgram_Y	Sensorgram_X	Sensorgram_Y	Sensorgram_X	Sensorgram_Y
1	1000	1	1000	1	1000	1	1000	1	1000
2	1000	2	1000	2	1000	2	1000	2	1000
3	1000	3	1000	3	1000	3	1000	3	1000
4	1000	4	1000	4	1000	4	1000	4	1000
5	1000	5	1000	5	1000	5	1000	5	1000
6	1000	6	1000	6	1000	6	1000	6	1000
7	1000	7	1000	7	1000	7	1000	7	1000
8	1000	8	1000	8	1000	8	1000	8	1000
9	1000	9	1000	9	1000	9	1000	9	1000
10	1000	10	1000	10	1000	10	1000	10	1000
11	1000	11	1000	11	1000	11	1000	11	1000
12	1000	12	1000	12	1000	12	1000	12	1000
13	1000	13	1000	13	1000	13	1000	13	1000
14	1000	14	1000	14	1000	14	1000	14	1000
15	1000	15	1000	15	1000	15	1000	15	1000
16	1000	16	1000	16	1000	16	1000	16	1000
17	1000	17	1000	17	1000	17	1000	17	1000
18	1000	18	1000	18	1000	18	1000	18	1000
19	1000	19	1000	19	1000	19	1000	19	1000
20	1000	20	1000	20	1000	20	1000	20	1000
21	1000	21	1000	21	1000	21	1000	21	1000
22	1000	22	1000	22	1000	22	1000	22	1000
23	1000	23	1000	23	1000	23	1000	23	1000
24	1000	24	1000	24	1000	24	1000	24	1000
25	1000	25	1000	25	1000	25	1000	25	1000
26	1000	26	1000	26	1000	26	1000	26	1000
27	1000	27	1000	27	1000	27	1000	27	1000
28	1000	28	1000	28	1000	28	1000	28	1000
29	1000	29	1000	29	1000	29	1000	29	1000
30	1000	30	1000	30	1000	30	1000	30	1000
31	1000	31	1000	31	1000	31	1000	31	1000
32	1000	32	1000	32	1000	32	1000	32	1000
33	1000	33	1000	33	1000	33	1000	33	1000
34	1000	34	1000	34	1000	34	1000	34	1000
35	1000	35	1000	35	1000	35	1000	35	1000
36	1000	36	1000	36	1000	36	1000	36	1000
37	1000	37	1000	37	1000	37	1000	37	1000
38	1000	38	1000	38	1000	38	1000	38	1000
39	1000	39	1000	39	1000	39	1000	39	1000
40	1000	40	1000	40	1000	40	1000	40	1000
41	1000	41	1000	41	1000	41	1000	41	1000
42	1000	42	1000	42	1000	42	1000	42	1000
43	1000	43	1000	43	1000	43	1000	43	1000
44	1000	44	1000	44	1000	44	1000	44	1000
45	1000	45	1000	45	1000	45	1000	45	1000
46	1000	46	1000	46	1000	46	1000	46	1000
47	1000	47	1000	47	1000	47	1000	47	1000
48	1000	48	1000	48	1000	48	1000	48	1000
49	1000	49	1000	49	1000	49	1000	49	1000
50	1000	50	1000	50	1000	50	1000	50	1000
51	1000	51	1000	51	1000	51	1000	51	1000
52	1000	52	1000	52	1000	52	1000	52	1000
53	1000	53	1000	53	1000	53	1000	53	1000
54	1000	54	1000	54	1000	54	1000	54	1000
55	1000	55	1000	55	1000	55	1000	55	1000
56	1000	56	1000	56	1000	56	1000	56	1000
57	1000	57	1000	57	1000	57	1000	57	1000
58	1000	58	1000	58	1000	58	1000	58	1000
59	1000	59	1000	59	1000	59	1000	59	1000
60	1000	60	1000	60	1000	60	1000	60	1000
61	1000.2	61	1000.4	61	1000.78	61	1001.54	61	1002.96
62	1000.4	62	1000.78	62	1001.54	62	1002.95	62	1005.47
63	1000.59	63	1001.16	63	1002.26	63	1004.26	63	1007.61
64	1000.78	64	1001.53	64	1002.95	64	1005.47	64	1009.44
65	1000.97	65	1001.9	65	1003.62	65	1006.58	65	1010.99
66	1001.16	66	1002.25	66	1004.26	66	1007.6	66	1012.31
67	1001.35	67	1002.6	67	1004.87	67	1008.55	67	1013.44
68	1001.53	68	1002.95	68	1005.46	68	1009.42	68	1014.39
69	1001.71	69	1003.28	69	1006.02	69	1010.22	69	1015.21
70	1001.89	70	1003.61	70	1006.56	70	1010.97	70	1015.9
71	1002.07	71	1003.93	71	1007.08	71	1011.65	71	1016.49
72	1002.25	72	1004.24	72	1007.58	72	1012.28	72	1017
73	1002.42	73	1004.55	73	1008.06	73	1012.86	73	1017.42
74	1002.6	74	1004.85	74	1008.52	74	1013.4	74	1017.79
75	1002.77	75	1005.15	75	1008.96	75	1013.89	75	1018.1
76	1002.93	76	1005.44	76	1009.39	76	1014.35	76	1018.36
77	1003.1	77	1005.72	77	1009.79	77	1014.77	77	1018.59
78	1003.27	78	1006	78	1010.18	78	1015.16	78	1018.78
79	1003.43	79	1006.27	79	1010.56	79	1015.51	79	1018.94
80	1003.59	80	1006.53	80	1010.92	80	1015.84	80	1019.08
81	1003.75	81	1006.79	81	1011.26	81	1016.15	81	1019.2
82	1003.91	82	1007.05	82	1011.59	82	1016.43	82	1019.3
83	1004.06	83	1007.3	83	1011.91	83	1016.69	83	1019.39
84	1004.22	84	1007.54	84	1012.22	84	1016.93	84	1019.46
85	1004.37	85	1007.78	85	1012.51	85	1017.15	85	1019.52
86	1004.52	86	1008.01	86	1012.79	86	1017.35	86	1019.57
87	1004.67	87	1008.24	87	1013.06	87	1017.54	87	1019.62
88	1004.82	88	1008.47	88	1013.32	88	1017.71	88	1019.66
89	1004.97	89	1008.69	89	1013.57	89	1017.87	89	1019.69
90	1005.11	90	1008.9	90	1013.81	90	1018.01	90	1019.72
91	1005.25	91	1009.11	91	1014.04	91	1018.15	91	1019.74
92	1005.39	92	1009.32	92	1014.26	92	1018.27	92	1019.76
93	1005.53	93	1009.52	93	1014.47	93	1018.39	93	1019.78
94	1005.67	94	1009.72	94	1014.67	94	1018.5	94	1019.79
95	1005.81	95	1009.91	95	1014.87	95	1018.59	95	1019.8
96	1005.95	96	1010.1	96	1015.05	96	1018.68	96	1019.82
97	1006.08	97	1010.29	97	1015.23	97	1018.77	97	1019.82
98	1006.21	98	1010.47	98	1015.4	98	1018.84	98	1019.83
99	1006.34	99	1010.65	99	1015.57	99	1018.91	99	1019.84
100	1006.47	100	1010.82	100	1015.73	100	1018.98	100	1019.84
101	1006.6	101	1011	101	1015.88	101	1019.04	101	1019.85
102	1006.73	102	1011.16	102	1016.03	102	1019.1	102	1019.85
103	1006.85	103	1011.33	103	1016.17	103	1019.15	103	1019.86
104	1006.98	104	1011.49	104	1016.3	104	1019.19	104	1019.86
105	1007.1	105	1011.64	105	1016.43	105	1019.24	105	1019.86
106	1007.22	106	1011.8	106	1016.55	106	1019.28	106	1019.86
107	1007.34	107	1011.95	107	1016.67	107	1019.31	107	1019.87
108	1007.46	108	1012.1	108	1016.79	108	1019.35	108	1019.87
109	1007.58	109	1012.24	109	1016.9	109	1019.38	109	1019.87
110	1007.69	110	1012.38	110	1017	110	1019.41	110	1019.87
111	1007.81	111	1012.52	111	1017.1	111	1019.44	111	1019.87
112	1007.92	112	1012.66	112	1017.2	112	1019.46	112	1019.87
113	1008.03	113	1012.79	113	1017.29	113	1019.48	113	1019.87
114	1008.14	114	1012.92	114	1017.38	114	1019.5	114	1019.87
115	1008.25	115	1013.05	115	1017.47	115	1019.52	115	1019.87
116	1008.36	116	1013.17	116	1017.55	116	1019.54	116	1019.87
117	1008.47	117	1013.29	117	1017.63	117	1019.56	117	1019.87
118	1008.58	118	1013.41	118	1017.7	118	1019.57	118	1019.87
119	1008.68	119	1013.53	119	1017.78	119	1019.59	119	1019.87
120	1008.78	120	1013.64	120	1017.85	120	1019.6	120	1019.87
121	1008.78	121	1013.64	121	1017.85	121	1019.6	121	1019.87
122	1008.78	122	1013.63	122	1017.83	122	1019.58	122	1019.85
123	1008.77	123	1013.62	123	1017.81	123	1019.56	123	1019.83
124	1008.76	124	1013.6	124	1017.79	124	1019.54	124	1019.82
125	1008.75	125	1013.59	125	1017.77	125	1019.52	125	1019.8
126	1008.74	126	1013.58	126	1017.76	126	1019.5	126	1019.78
127	1008.73	127	1013.56	127	1017.74	127	1019.48	127	1019.76
128	1008.72	128	1013.55	128	1017.72	128	1019.46	128	1019.74
129	1008.71	129	1013.54	129	1017.7	129	1019.44	129	1019.72
130	1008.71	130	1013.52	130	1017.69	130	1019.42	130	1019.7
131	1008.7	131	1013.51	131	1017.67	131	1019.4	131	1019.68
132	1008.69	132	1013.5	132	1017.65	132	1019.39	132	1019.66
133	1008.68	133	1013.48	133	1017.63	133	1019.37	133	1019.64
134	1008.67	134	1013.47	134	1017.61	134	1019.35	134	1019.62
135	1008.66	135	1013.46	135	1017.6	135	1019.33	135	1019.6
136	1008.65	136	1013.44	136	1017.58	136	1019.31	136	1019.58
137	1008.65	137	1013.43	137	1017.56	137	1019.29	137	1019.56
138	1008.64	138	1013.41	138	1017.54	138	1019.27	138	1019.54
139	1008.63	139	1013.4	139	1017.53	139	1019.25	139	1019.52
140	1008.62	140	1013.39	140	1017.51	140	1019.23	140	1019.5
141	1008.61	141	1013.37	141	1017.49	141	1019.21	141	1019.48
142	1008.6	142	1013.36	142	1017.47	142	1019.19	142	1019.46
143	1008.59	143	1013.35	143	1017.46	143	1019.17	143	1019.44
144	1008.58	144	1013.33	144	1017.44	144	1019.15	144	1019.42
145	1008.58	145	1013.32	145	1017.42	145	1019.14	145	1019.4
146	1008.57	146	1013.31	146	1017.4	146	1019.12	146	1019.38
147	1008.56	147	1013.29	147	1017.39	147	1019.1	147	1019.36
148	1008.55	148	1013.28	148	1017.37	148	1019.08	148	1019.35
149	1008.54	149	1013.27	149	1017.35	149	1019.06	149	1019.33
150	1008.53	150	1013.25	150	1017.34	150	1019.04	150	1019.31
151	1008.52	151	1013.24	151	1017.32	151	1019.02	151	1019.29
152	1008.52	152	1013.23	152	1017.3	152	1019	152	1019.27
153	1008.51	153	1013.21	153	1017.28	153	1018.98	153	1019.25
154	1008.5	154	1013.2	154	1017.27	154	1018.96	154	1019.23
155	1008.49	155	1013.19	155	1017.25	155	1018.94	155	1019.21
156	1008.48	156	1013.18	156	1017.23	156	1018.93	156	1019.19
157	1008.47	157	1013.16	157	1017.21	157	1018.91	157	1019.17
158	1008.47	158	1013.15	158	1017.2	158	1018.89	158	1019.15
159	1008.46	159	1013.14	159	1017.18	159	1018.87	159	1019.13
160	1008.45	160	1013.12	160	1017.16	160	1018.85	160	1019.11
161	1008.44	161	1013.11	161	1017.15	161	1018.83	161	1019.1
162	1008.43	162	1013.1	162	1017.13	162	1018.81	162	1019.08
163	1008.42	163	1013.08	163	1017.11	163	1018.79	163	1019.06
164	1008.41	164	1013.07	164	1017.09	164	1018.78	164	1019.04
165	1008.41	165	1013.06	165	1017.08	165	1018.76	165	1019.02
166	1008.4	166	1013.04	166	1017.06	166	1018.74	166	1019
167	1008.39	167	1013.03	167	1017.04	167	1018.72	167	1018.98
168	1008.38	168	1013.02	168	1017.03	168	1018.7	168	1018.96
169	1008.37	169	1013.01	169	1017.01	169	1018.68	169	1018.94
170	1008.36	170	1012.99	170	1016.99	170	1018.66	170	1018.92
171	1008.36	171	1012.98	171	1016.97	171	1018.64	171	1018.91
172	1008.35	172	1012.97	172	1016.96	172	1018.63	172	1018.89
173	1008.34	173	1012.95	173	1016.94	173	1018.61	173	1018.87
174	1008.33	174	1012.94	174	1016.92	174	1018.59	174	1018.85
175	1008.32	175	1012.93	175	1016.91	175	1018.57	175	1018.83
176	1008.31	176	1012.91	176	1016.89	176	1018.55	176	1018.81
177	1008.31	177	1012.9	177	1016.87	177	1018.53	177	1018.79
178	1008.3	178	1012.89	178	1016.86	178	1018.51	178	1018.77
179	1008.29	179	1012.88	179	1016.84	179	1018.5	179	1018.75
180	1008.28	180	1012.86	180	1016.82	180	1018.48	180	1018.74
181	1008.27	181	1012.85	181	1016.81	181	1018.46	181	1018.72

