Sensorgram_X	Sensorgram_Y	Sensorgram_X	Sensorgram_Y	Sensorgram_X	Sensorgram_Y	Sensorgram_X	Sensorgram_Y	Sensorgram_X	Sensorgram_Y
1	1000	1	1000	1	1000	1	1000	1	1000
2	1000	2	1000	2	1000	2	1000	2	1000
3	1000	3	1000	3	1000	3	1000	3	1000
4	1000	4	1000	4	1000	4	1000	4	1000
5	1000	5	1000	5	1000	5	1000	5	1000
6	1000	6	1000	6	1000	6	1000	6	1000
7	1000	7	1000	7	1000	7	1000	7	1000
8	1000	8	1000	8	1000	8	1000	8	1000
9	1000	9	1000	9	1000	9	1000	9	1000
10	1000	10	1000	10	1000	10	1000	10	1000
11	1000	11	1000	11	1000	11	1000	11	1000
12	1000	12	1000	12	1000	12	1000	12	1000
13	1000	13	1000	13	1000	13	1000	13	1000
14	1000	14	1000	14	1000	14	1000	14	1000
15	1000	15	1000	15	1000	15	1000	15	1000
16	1000	16	1000	16	1000	16	1000	16	1000
17	1000	17	1000	17	1000	17	1000	17	1000
18	1000	18	1000	18	1000	18	1000	18	1000
19	1000	19	1000	19	1000	19	1000	19	1000
20	1000	20	1000	20	1000	20	1000	20	1000
21	1000	21	1000	21	1000	21	1000	21	1000
22	1000	22	1000	22	1000	22	1000	22	1000
23	1000	23	1000	23	1000	23	1000	23	1000
24	1000	24	1000	24	1000	24	1000	24	1000
25	1000	25	1000	25	1000	25	1000	25	1000
26	1000	26	1000	26	1000	26	1000	26	1000
27	1000	27	1000	27	1000	27	1000	27	1000
28	1000	28	1000	28	1000	28	1000	28	1000
29	1000	29	1000	29	1000	29	1000	29	1000
30	1000	30	1000	30	1000	30	1000	30	1000
31	1000	31	1000	31	1000	31	1000	31	1000
32	1000	32	1000	32	1000	32	1000	32	1000
33	1000	33	1000	33	1000	33	1000	33	1000
34	1000	34	1000	34	1000	34	1000	34	1000
35	1000	35	1000	35	1000	35	1000	35	1000
36	1000	36	1000	36	1000	36	1000	36	1000
37	1000	37	1000	37	1000	37	1000	37	1000
38	1000	38	1000	38	1000	38	1000	38	1000
39	1000	39	1000	39	1000	39	1000	39	1000
40	1000	40	1000	40	1000	40	1000	40	1000
41	1000	41	1000	41	1000	41	1000	41	1000
42	1000	42	1000	42	1000	42	1000	42	1000
43	1000	43	1000	43	1000	43	1000	43	1000
44	1000	44	1000	44	1000	44	1000	44	1000
45	1000	45	1000	45	1000	45	1000	45	1000
46	1000	46	1000	46	1000	46	1000	46	1000
47	1000	47	1000	47	1000	47	1000	47	1000
48	1000	48	1000	48	1000	48	1000	48	1000
49	1000	49	1000	49	1000	49	1000	49	1000
50	1000	50	1000	50	1000	50	1000	50	1000
51	1000	51	1000	51	1000	51	1000	51	1000
52	1000	52	1000	52	1000	52	1000	52	1000
53	1000	53	1000	53	1000	53	1000	53	1000
54	1000	54	1000	54	1000	54	1000	54	1000
55	1000	55	1000	55	1000	55	1000	55	1000
56	1000	56	1000	56	1000	56	1000	56	1000
57	1000	57	1000	57	1000	57	1000	57	1000
58	1000	58	1000	58	1000	58	1000	58	1000
59	1000	59	1000	59	1000	59	1000	59	1000
60	1000	60	1000	60	1000	60	1000	60	1000
61	1002.24	61	1004.22	61	1007.52	61	1012.13	61	1016.72
62	1004.03	62	1007.19	62	1011.65	62	1016.17	62	1018.76
63	1005.45	63	1009.29	63	1013.91	63	1017.51	63	1019.01
64	1006.59	64	1010.76	64	1015.15	64	1017.96	64	1019.04
65	1007.5	65	1011.8	65	1015.84	65	1018.11	65	1019.05
66	1008.23	66	1012.54	66	1016.21	66	1018.16	66	1019.05
67	1008.81	67	1013.05	67	1016.42	67	1018.17	67	1019.05
68	1009.27	68	1013.42	68	1016.53	68	1018.18	68	1019.05
69	1009.64	69	1013.67	69	1016.59	69	1018.18	69	1019.05
70	1009.94	70	1013.85	70	1016.63	70	1018.18	70	1019.05
71	1010.18	71	1013.98	71	1016.64	71	1018.18	71	1019.05
72	1010.36	72	1014.07	72	1016.65	72	1018.18	72	1019.05
73	1010.51	73	1014.13	73	1016.66	73	1018.18	73	1019.05
74	1010.63	74	1014.18	74	1016.66	74	1018.18	74	1019.05
75	1010.73	75	1014.21	75	1016.66	75	1018.18	75	1019.05
76	1010.81	76	1014.23	76	1016.67	76	1018.18	76	1019.05
77	1010.87	77	1014.25	77	1016.67	77	1018.18	77	1019.05
78	1010.92	78	1014.26	78	1016.67	78	1018.18	78	1019.05
79	1010.96	79	1014.27	79	1016.67	79	1018.18	79	1019.05
80	1010.99	80	1014.27	80	1016.67	80	1018.18	80	1019.05
81	1011.01	81	1014.28	81	1016.67	81	1018.18	81	1019.05
82	1011.03	82	1014.28	82	1016.67	82	1018.18	82	1019.05
83	1011.05	83	1014.28	83	1016.67	83	1018.18	83	1019.05
84	1011.06	84	1014.28	84	1016.67	84	1018.18	84	1019.05
85	1011.07	85	1014.28	85	1016.67	85	1018.18	85	1019.05
86	1011.08	86	1014.28	86	1016.67	86	1018.18	86	1019.05
87	1011.09	87	1014.28	87	1016.67	87	1018.18	87	1019.05
88	1011.09	88	1014.28	88	1016.67	88	1018.18	88	1019.05
89	1011.09	89	1014.29	89	1016.67	89	1018.18	89	1019.05
90	1011.1	90	1014.29	90	1016.67	90	1018.18	90	1019.05
91	1011.1	91	1014.29	91	1016.67	91	1018.18	91	1019.05
92	1011.1	92	1014.29	92	1016.67	92	1018.18	92	1019.05
93	1011.1	93	1014.29	93	1016.67	93	1018.18	93	1019.05
94	1011.11	94	1014.29	94	1016.67	94	1018.18	94	1019.05
95	1011.11	95	1014.29	95	1016.67	95	1018.18	95	1019.05
96	1011.11	96	1014.29	96	1016.67	96	1018.18	96	1019.05
97	1011.11	97	1014.29	97	1016.67	97	1018.18	97	1019.05
98	1011.11	98	1014.29	98	1016.67	98	1018.18	98	1019.05
99	1011.11	99	1014.29	99	1016.67	99	1018.18	99	1019.05
100	1011.11	100	1014.29	100	1016.67	100	1018.18	100	1019.05
101	1011.11	101	1014.29	101	1016.67	101	1018.18	101	1019.05
102	1011.11	102	1014.29	102	1016.67	102	1018.18	102	1019.05
103	1011.11	103	1014.29	103	1016.67	103	1018.18	103	1019.05
104	1011.11	104	1014.29	104	1016.67	104	1018.18	104	1019.05
105	1011.11	105	1014.29	105	1016.67	105	1018.18	105	1019.05
106	1011.11	106	1014.29	106	1016.67	106	1018.18	106	1019.05
107	1011.11	107	1014.29	107	1016.67	107	1018.18	107	1019.05
108	1011.11	108	1014.29	108	1016.67	108	1018.18	108	1019.05
109	1011.11	109	1014.29	109	1016.67	109	1018.18	109	1019.05
110	1011.11	110	1014.29	110	1016.67	110	1018.18	110	1019.05
111	1011.11	111	1014.29	111	1016.67	111	1018.18	111	1019.05
112	1011.11	112	1014.29	112	1016.67	112	1018.18	112	1019.05
113	1011.11	113	1014.29	113	1016.67	113	1018.18	113	1019.05
114	1011.11	114	1014.29	114	1016.67	114	1018.18	114	1019.05
115	1011.11	115	1014.29	115	1016.67	115	1018.18	115	1019.05
116	1011.11	116	1014.29	116	1016.67	116	1018.18	116	1019.05
117	1011.11	117	1014.29	117	1016.67	117	1018.18	117	1019.05
118	1011.11	118	1014.29	118	1016.67	118	1018.18	118	1019.05
119	1011.11	119	1014.29	119	1016.67	119	1018.18	119	1019.05
120	1011.11	120	1014.29	120	1016.67	120	1018.18	120	1019.05
121	1011.11	121	1014.29	121	1016.67	121	1018.18	121	1019.05
122	1010.05	122	1012.93	122	1015.08	122	1016.45	122	1017.23
123	1009.1	123	1011.7	123	1013.65	123	1014.89	123	1015.59
124	1008.23	124	1010.58	124	1012.35	124	1013.47	124	1014.11
125	1007.45	125	1009.58	125	1011.17	125	1012.19	125	1012.77
126	1006.74	126	1008.66	126	1010.11	126	1011.03	126	1011.55
127	1006.1	127	1007.84	127	1009.15	127	1009.98	127	1010.45
128	1005.52	128	1007.09	128	1008.28	128	1009.03	128	1009.46
129	1004.99	129	1006.42	129	1007.49	129	1008.17	129	1008.56
130	1004.52	130	1005.81	130	1006.78	130	1007.39	130	1007.74
131	1004.09	131	1005.26	131	1006.13	131	1006.69	131	1007.01
132	1003.7	132	1004.76	132	1005.55	132	1006.05	132	1006.34
133	1003.35	133	1004.3	133	1005.02	133	1005.48	133	1005.74
134	1003.03	134	1003.89	134	1004.54	134	1004.96	134	1005.19
135	1002.74	135	1003.52	135	1004.11	135	1004.48	135	1004.7
136	1002.48	136	1003.19	136	1003.72	136	1004.06	136	1004.25
137	1002.24	137	1002.88	137	1003.36	137	1003.67	137	1003.85
138	1002.03	138	1002.61	138	1003.04	138	1003.32	138	1003.48
139	1001.84	139	1002.36	139	1002.76	139	1003.01	139	1003.15
140	1001.66	140	1002.14	140	1002.49	140	1002.72	140	1002.85
141	1001.5	141	1001.93	141	1002.26	141	1002.46	141	1002.58
142	1001.36	142	1001.75	142	1002.04	142	1002.23	142	1002.33
143	1001.23	143	1001.58	143	1001.85	143	1002.01	143	1002.11
144	1001.11	144	1001.43	144	1001.67	144	1001.82	144	1001.91
145	1001.01	145	1001.3	145	1001.51	145	1001.65	145	1001.73
146	1000.91	146	1001.17	146	1001.37	146	1001.49	146	1001.56
147	1000.83	147	1001.06	147	1001.24	147	1001.35	147	1001.41
148	1000.75	148	1000.96	148	1001.12	148	1001.22	148	1001.28
149	1000.68	149	1000.87	149	1001.01	149	1001.11	149	1001.16
150	1000.61	150	1000.79	150	1000.92	150	1001	150	1001.05
151	1000.55	151	1000.71	151	1000.83	151	1000.91	151	1000.95
152	1000.5	152	1000.64	152	1000.75	152	1000.82	152	1000.86
153	1000.45	153	1000.58	153	1000.68	153	1000.74	153	1000.78
154	1000.41	154	1000.53	154	1000.61	154	1000.67	154	1000.7
155	1000.37	155	1000.48	155	1000.56	155	1000.61	155	1000.64
156	1000.34	156	1000.43	156	1000.5	156	1000.55	156	1000.58
157	1000.3	157	1000.39	157	1000.46	157	1000.5	157	1000.52
158	1000.27	158	1000.35	158	1000.41	158	1000.45	158	1000.47
159	1000.25	159	1000.32	159	1000.37	159	1000.41	159	1000.43
160	1000.22	160	1000.29	160	1000.34	160	1000.37	160	1000.39
161	1000.2	161	1000.26	161	1000.31	161	1000.33	161	1000.35
162	1000.18	162	1000.24	162	1000.28	162	1000.3	162	1000.32
163	1000.17	163	1000.21	163	1000.25	163	1000.27	163	1000.29
164	1000.15	164	1000.19	164	1000.23	164	1000.25	164	1000.26
165	1000.14	165	1000.18	165	1000.2	165	1000.22	165	1000.23
166	1000.12	166	1000.16	166	1000.19	166	1000.2	166	1000.21
167	1000.11	167	1000.14	167	1000.17	167	1000.18	167	1000.19
168	1000.1	168	1000.13	168	1000.15	168	1000.17	168	1000.17
169	1000.09	169	1000.12	169	1000.14	169	1000.15	169	1000.16
170	1000.08	170	1000.11	170	1000.12	170	1000.14	170	1000.14
171	1000.07	171	1000.1	171	1000.11	171	1000.12	171	1000.13
172	1000.07	172	1000.09	172	1000.1	172	1000.11	172	1000.12
173	1000.06	173	1000.08	173	1000.09	173	1000.1	173	1000.11
174	1000.06	174	1000.07	174	1000.08	174	1000.09	174	1000.1
175	1000.05	175	1000.06	175	1000.08	175	1000.08	175	1000.09
176	1000.05	176	1000.06	176	1000.07	176	1000.07	176	1000.08
177	1000.04	177	1000.05	177	1000.06	177	1000.07	177	1000.07
178	1000.04	178	1000.05	178	1000.06	178	1000.06	178	1000.06
179	1000.03	179	1000.04	179	1000.05	179	1000.06	179	1000.06
180	1000.03	180	1000.04	180	1000.05	180	1000.05	180	1000.05
181	1000.03	181	1000.04	181	1000.04	181	1000.05	181	1000.05

