Sensorgram_X	Sensorgram_Y	Sensorgram_X	Sensorgram_Y	Sensorgram_X	Sensorgram_Y	Sensorgram_X	Sensorgram_Y	Sensorgram_X	Sensorgram_Y
1	1000	1	1000	1	1000	1	1000	1	1000
2	1000	2	1000	2	1000	2	1000	2	1000
3	1000	3	1000	3	1000	3	1000	3	1000
4	1000	4	1000	4	1000	4	1000	4	1000
5	1000	5	1000	5	1000	5	1000	5	1000
6	1000	6	1000	6	1000	6	1000	6	1000
7	1000	7	1000	7	1000	7	1000	7	1000
8	1000	8	1000	8	1000	8	1000	8	1000
9	1000	9	1000	9	1000	9	1000	9	1000
10	1000	10	1000	10	1000	10	1000	10	1000
11	1000	11	1000	11	1000	11	1000	11	1000
12	1000	12	1000	12	1000	12	1000	12	1000
13	1000	13	1000	13	1000	13	1000	13	1000
14	1000	14	1000	14	1000	14	1000	14	1000
15	1000	15	1000	15	1000	15	1000	15	1000
16	1000	16	1000	16	1000	16	1000	16	1000
17	1000	17	1000	17	1000	17	1000	17	1000
18	1000	18	1000	18	1000	18	1000	18	1000
19	1000	19	1000	19	1000	19	1000	19	1000
20	1000	20	1000	20	1000	20	1000	20	1000
21	1000	21	1000	21	1000	21	1000	21	1000
22	1000	22	1000	22	1000	22	1000	22	1000
23	1000	23	1000	23	1000	23	1000	23	1000
24	1000	24	1000	24	1000	24	1000	24	1000
25	1000	25	1000	25	1000	25	1000	25	1000
26	1000	26	1000	26	1000	26	1000	26	1000
27	1000	27	1000	27	1000	27	1000	27	1000
28	1000	28	1000	28	1000	28	1000	28	1000
29	1000	29	1000	29	1000	29	1000	29	1000
30	1000	30	1000	30	1000	30	1000	30	1000
31	1000	31	1000	31	1000	31	1000	31	1000
32	1000	32	1000	32	1000	32	1000	32	1000
33	1000	33	1000	33	1000	33	1000	33	1000
34	1000	34	1000	34	1000	34	1000	34	1000
35	1000	35	1000	35	1000	35	1000	35	1000
36	1000	36	1000	36	1000	36	1000	36	1000
37	1000	37	1000	37	1000	37	1000	37	1000
38	1000	38	1000	38	1000	38	1000	38	1000
39	1000	39	1000	39	1000	39	1000	39	1000
40	1000	40	1000	40	1000	40	1000	40	1000
41	1000	41	1000	41	1000	41	1000	41	1000
42	1000	42	1000	42	1000	42	1000	42	1000
43	1000	43	1000	43	1000	43	1000	43	1000
44	1000	44	1000	44	1000	44	1000	44	1000
45	1000	45	1000	45	1000	45	1000	45	1000
46	1000	46	1000	46	1000	46	1000	46	1000
47	1000	47	1000	47	1000	47	1000	47	1000
48	1000	48	1000	48	1000	48	1000	48	1000
49	1000	49	1000	49	1000	49	1000	49	1000
50	1000	50	1000	50	1000	50	1000	50	1000
51	1000	51	1000	51	1000	51	1000	51	1000
52	1000	52	1000	52	1000	52	1000	52	1000
53	1000	53	1000	53	1000	53	1000	53	1000
54	1000	54	1000	54	1000	54	1000	54	1000
55	1000	55	1000	55	1000	55	1000	55	1000
56	1000	56	1000	56	1000	56	1000	56	1000
57	1000	57	1000	57	1000	57	1000	57	1000
58	1000	58	1000	58	1000	58	1000	58	1000
59	1000	59	1000	59	1000	59	1000	59	1000
60	1000	60	1000	60	1000	60	1000	60	1000
61	1000.12	61	1000.25	61	1000.49	61	1000.97	61	1001.9
62	1000.25	62	1000.49	62	1000.97	62	1001.9	62	1003.62
63	1000.37	63	1000.73	63	1001.44	63	1002.78	63	1005.18
64	1000.49	64	1000.97	64	1001.9	64	1003.62	64	1006.58
65	1000.61	65	1001.21	65	1002.34	65	1004.41	65	1007.85
66	1000.73	66	1001.44	66	1002.78	66	1005.17	66	1009
67	1000.85	67	1001.67	67	1003.2	67	1005.89	67	1010.04
68	1000.97	68	1001.9	68	1003.61	68	1006.57	68	1010.98
69	1001.09	69	1002.12	69	1004.01	69	1007.22	69	1011.82
70	1001.21	70	1002.34	70	1004.4	70	1007.83	70	1012.59
71	1001.32	71	1002.56	71	1004.78	71	1008.42	71	1013.28
72	1001.44	72	1002.77	72	1005.15	72	1008.98	72	1013.91
73	1001.55	73	1002.98	73	1005.52	73	1009.5	73	1014.48
74	1001.66	74	1003.19	74	1005.87	74	1010.01	74	1014.99
75	1001.78	75	1003.39	75	1006.21	75	1010.48	75	1015.45
76	1001.89	76	1003.6	76	1006.54	76	1010.94	76	1015.87
77	1002	77	1003.8	77	1006.87	77	1011.37	77	1016.25
78	1002.11	78	1003.99	78	1007.19	78	1011.78	78	1016.59
79	1002.22	79	1004.19	79	1007.5	79	1012.17	79	1016.9
80	1002.33	80	1004.38	80	1007.8	80	1012.54	80	1017.18
81	1002.43	81	1004.57	81	1008.09	81	1012.89	81	1017.43
82	1002.54	82	1004.76	82	1008.38	82	1013.22	82	1017.66
83	1002.65	83	1004.94	83	1008.66	83	1013.54	83	1017.86
84	1002.75	84	1005.13	84	1008.93	84	1013.84	84	1018.05
85	1002.86	85	1005.3	85	1009.19	85	1014.13	85	1018.22
86	1002.96	86	1005.48	86	1009.45	86	1014.4	86	1018.37
87	1003.07	87	1005.66	87	1009.7	87	1014.66	87	1018.51
88	1003.17	88	1005.83	88	1009.94	88	1014.91	88	1018.63
89	1003.27	89	1006	89	1010.18	89	1015.14	89	1018.74
90	1003.37	90	1006.17	90	1010.42	90	1015.36	90	1018.85
91	1003.47	91	1006.33	91	1010.64	91	1015.57	91	1018.94
92	1003.57	92	1006.5	92	1010.86	92	1015.77	92	1019.02
93	1003.67	93	1006.66	93	1011.08	93	1015.96	93	1019.1
94	1003.77	94	1006.82	94	1011.29	94	1016.15	94	1019.16
95	1003.86	95	1006.97	95	1011.49	95	1016.32	95	1019.22
96	1003.96	96	1007.13	96	1011.69	96	1016.48	96	1019.28
97	1004.06	97	1007.28	97	1011.88	97	1016.64	97	1019.33
98	1004.15	98	1007.43	98	1012.07	98	1016.78	98	1019.38
99	1004.25	99	1007.58	99	1012.25	99	1016.92	99	1019.42
100	1004.34	100	1007.73	100	1012.43	100	1017.06	100	1019.45
101	1004.43	101	1007.87	101	1012.61	101	1017.19	101	1019.49
102	1004.53	102	1008.01	102	1012.78	102	1017.31	102	1019.52
103	1004.62	103	1008.16	103	1012.94	103	1017.42	103	1019.54
104	1004.71	104	1008.29	104	1013.1	104	1017.53	104	1019.57
105	1004.8	105	1008.43	105	1013.26	105	1017.63	105	1019.59
106	1004.89	106	1008.57	106	1013.42	106	1017.73	106	1019.61
107	1004.98	107	1008.7	107	1013.56	107	1017.82	107	1019.63
108	1005.07	108	1008.83	108	1013.71	108	1017.91	108	1019.65
109	1005.16	109	1008.96	109	1013.85	109	1018	109	1019.66
110	1005.24	110	1009.09	110	1013.99	110	1018.08	110	1019.68
111	1005.33	111	1009.22	111	1014.12	111	1018.15	111	1019.69
112	1005.42	112	1009.34	112	1014.26	112	1018.23	112	1019.7
113	1005.5	113	1009.46	113	1014.38	113	1018.29	113	1019.71
114	1005.59	114	1009.59	114	1014.51	114	1018.36	114	1019.72
115	1005.67	115	1009.71	115	1014.63	115	1018.42	115	1019.73
116	1005.75	116	1009.82	116	1014.75	116	1018.48	116	1019.73
117	1005.84	117	1009.94	117	1014.86	117	1018.54	117	1019.74
118	1005.92	118	1010.05	118	1014.97	118	1018.59	118	1019.75
119	1006	119	1010.17	119	1015.08	119	1018.64	119	1019.75
120	1006.08	120	1010.28	120	1015.19	120	1018.69	120	1019.76
121	1006.08	121	1010.28	121	1015.19	121	1018.69	121	1019.76
122	1006.08	122	1010.27	122	1015.17	122	1018.67	122	1019.74
123	1006.07	123	1010.26	123	1015.16	123	1018.65	123	1019.72
124	1006.06	124	1010.25	124	1015.14	124	1018.63	124	1019.7
125	1006.06	125	1010.24	125	1015.13	125	1018.61	125	1019.68
126	1006.05	126	1010.23	126	1015.11	126	1018.6	126	1019.66
127	1006.05	127	1010.22	127	1015.1	127	1018.58	127	1019.64
128	1006.04	128	1010.21	128	1015.08	128	1018.56	128	1019.62
129	1006.03	129	1010.2	129	1015.07	129	1018.54	129	1019.6
130	1006.03	130	1010.19	130	1015.05	130	1018.52	130	1019.58
131	1006.02	131	1010.18	131	1015.04	131	1018.5	131	1019.56
132	1006.02	132	1010.17	132	1015.02	132	1018.48	132	1019.54
133	1006.01	133	1010.16	133	1015.01	133	1018.47	133	1019.52
134	1006	134	1010.15	134	1014.99	134	1018.45	134	1019.5
135	1006	135	1010.14	135	1014.98	135	1018.43	135	1019.48
136	1005.99	136	1010.13	136	1014.96	136	1018.41	136	1019.46
137	1005.99	137	1010.12	137	1014.95	137	1018.39	137	1019.44
138	1005.98	138	1010.11	138	1014.93	138	1018.37	138	1019.42
139	1005.97	139	1010.1	139	1014.92	139	1018.36	139	1019.4
140	1005.97	140	1010.09	140	1014.9	140	1018.34	140	1019.38
141	1005.96	141	1010.08	141	1014.89	141	1018.32	141	1019.36
142	1005.96	142	1010.07	142	1014.87	142	1018.3	142	1019.35
143	1005.95	143	1010.06	143	1014.86	143	1018.28	143	1019.33
144	1005.94	144	1010.05	144	1014.84	144	1018.26	144	1019.31
145	1005.94	145	1010.04	145	1014.83	145	1018.25	145	1019.29
146	1005.93	146	1010.03	146	1014.81	146	1018.23	146	1019.27
147	1005.93	147	1010.02	147	1014.8	147	1018.21	147	1019.25
148	1005.92	148	1010.01	148	1014.79	148	1018.19	148	1019.23
149	1005.91	149	1010	149	1014.77	149	1018.17	149	1019.21
150	1005.91	150	1009.99	150	1014.76	150	1018.15	150	1019.19
151	1005.9	151	1009.98	151	1014.74	151	1018.14	151	1019.17
152	1005.9	152	1009.97	152	1014.73	152	1018.12	152	1019.15
153	1005.89	153	1009.96	153	1014.71	153	1018.1	153	1019.13
154	1005.88	154	1009.95	154	1014.7	154	1018.08	154	1019.11
155	1005.88	155	1009.94	155	1014.68	155	1018.06	155	1019.1
156	1005.87	156	1009.93	156	1014.67	156	1018.05	156	1019.08
157	1005.87	157	1009.92	157	1014.65	157	1018.03	157	1019.06
158	1005.86	158	1009.91	158	1014.64	158	1018.01	158	1019.04
159	1005.85	159	1009.9	159	1014.62	159	1017.99	159	1019.02
160	1005.85	160	1009.89	160	1014.61	160	1017.97	160	1019
161	1005.84	161	1009.88	161	1014.59	161	1017.96	161	1018.98
162	1005.84	162	1009.87	162	1014.58	162	1017.94	162	1018.96
163	1005.83	163	1009.86	163	1014.56	163	1017.92	163	1018.94
164	1005.83	164	1009.85	164	1014.55	164	1017.9	164	1018.92
165	1005.82	165	1009.84	165	1014.54	165	1017.88	165	1018.91
166	1005.81	166	1009.83	166	1014.52	166	1017.87	166	1018.89
167	1005.81	167	1009.82	167	1014.51	167	1017.85	167	1018.87
168	1005.8	168	1009.81	168	1014.49	168	1017.83	168	1018.85
169	1005.8	169	1009.8	169	1014.48	169	1017.81	169	1018.83
170	1005.79	170	1009.79	170	1014.46	170	1017.79	170	1018.81
171	1005.79	171	1009.78	171	1014.45	171	1017.78	171	1018.79
172	1005.78	172	1009.77	172	1014.43	172	1017.76	172	1018.77
173	1005.77	173	1009.76	173	1014.42	173	1017.74	173	1018.75
174	1005.77	174	1009.75	174	1014.41	174	1017.72	174	1018.74
175	1005.76	175	1009.74	175	1014.39	175	1017.71	175	1018.72
176	1005.76	176	1009.73	176	1014.38	176	1017.69	176	1018.7
177	1005.75	177	1009.72	177	1014.36	177	1017.67	177	1018.68
178	1005.74	178	1009.71	178	1014.35	178	1017.65	178	1018.66
179	1005.74	179	1009.7	179	1014.33	179	1017.64	179	1018.64
180	1005.73	180	1009.69	180	1014.32	180	1017.62	180	1018.62
181	1005.73	181	1009.68	181	1014.31	181	1017.6	181	1018.61

